city,time,temperature_2m_max (°F),temperature_2m_min (°F),weather_code (wmo code),temperature_2m_mean (°F),sunrise (iso8601),sunset (iso8601),rain_sum (inch),snowfall_sum (inch),wind_speed_10m_max (mp/h),sunshine_duration (s),visibility_mean (undefined),surface_pressure_mean (hPa),relative_humidity_2m_mean (%),cloud_cover_mean (%),precipitation_probability_mean (undefined)
Phoenix,2024-07-14,109.0,86.6,51,97.4,2024-07-14T12:29,2024-07-15T02:38,0.004,0.0,17.4,46800.0,,975.8,31,23,
Phoenix,2024-07-15,105.7,84.7,3,95.8,2024-07-15T12:29,2024-07-16T02:38,0.0,0.0,16.9,45412.17,,975.5,33,35,
Phoenix,2024-07-16,106.6,87.4,2,97.7,2024-07-16T12:30,2024-07-17T02:37,0.0,0.0,16.1,46800.0,,973.0,27,14,
Phoenix,2024-07-17,109.0,87.3,1,98.0,2024-07-17T12:31,2024-07-18T02:37,0.0,0.0,15.4,46800.0,,972.4,25,13,
Phoenix,2024-07-18,109.1,89.6,3,99.4,2024-07-18T12:31,2024-07-19T02:36,0.0,0.0,13.3,46800.0,,973.4,24,40,
Phoenix,2024-07-19,110.8,89.2,3,100.7,2024-07-19T12:32,2024-07-20T02:36,0.0,0.0,12.4,46800.0,,973.9,23,31,
Phoenix,2024-07-20,110.7,91.3,51,100.5,2024-07-20T12:33,2024-07-21T02:35,0.016,0.0,10.5,45961.73,,972.9,25,45,
Phoenix,2024-07-21,110.5,88.4,53,98.9,2024-07-21T12:33,2024-07-22T02:35,0.035,0.0,19.3,46800.0,,972.9,31,41,
Phoenix,2024-07-22,109.3,83.3,51,93.8,2024-07-22T12:34,2024-07-23T02:34,0.016,0.0,21.8,39766.68,,972.4,38,32,
Phoenix,2024-07-23,110.2,89.8,3,101.2,2024-07-23T12:35,2024-07-24T02:34,0.0,0.0,13.1,46740.09,,971.7,24,23,
Phoenix,2024-07-24,110.5,90.7,53,101.0,2024-07-24T12:35,2024-07-25T02:33,0.024,0.0,14.6,46701.98,,975.2,26,41,
Phoenix,2024-07-25,110.4,90.8,63,98.9,2024-07-25T12:36,2024-07-26T02:32,0.102,0.0,13.8,45517.34,,976.4,31,42,
Phoenix,2024-07-26,107.6,83.5,3,96.6,2024-07-26T12:37,2024-07-27T02:32,0.0,0.0,14.9,39425.36,,973.7,36,33,
Phoenix,2024-07-27,109.1,86.0,1,98.0,2024-07-27T12:37,2024-07-28T02:31,0.0,0.0,14.3,46586.97,,970.3,33,10,
Phoenix,2024-07-28,108.0,86.4,2,98.6,2024-07-28T12:38,2024-07-29T02:30,0.0,0.0,13.5,46548.6,,970.7,27,13,
Phoenix,2024-07-29,108.0,85.3,51,96.4,2024-07-29T12:39,2024-07-30T02:29,0.008,0.0,14.4,42750.86,,973.0,32,79,
Phoenix,2024-07-30,107.6,86.1,3,98.3,2024-07-30T12:39,2024-07-31T02:29,0.0,0.0,17.1,42969.85,,972.4,25,82,
Phoenix,2024-07-31,109.7,83.9,3,97.1,2024-07-31T12:40,2024-08-01T02:28,0.0,0.0,18.9,46434.12,,972.1,31,9,
Phoenix,2024-08-01,105.3,85.5,3,93.5,2024-08-01T12:41,2024-08-02T02:27,0.0,0.0,17.5,37796.27,,975.8,37,80,
Phoenix,2024-08-02,106.9,83.5,61,96.4,2024-08-02T12:42,2024-08-03T02:26,0.079,0.0,11.5,39383.47,,977.2,34,60,
Phoenix,2024-08-03,111.2,89.1,2,101.0,2024-08-03T12:42,2024-08-04T02:25,0.0,0.0,9.0,46318.52,,974.1,23,13,
Phoenix,2024-08-04,114.2,89.8,3,103.1,2024-08-04T12:43,2024-08-05T02:24,0.0,0.0,10.3,46279.55,,971.4,22,37,
Phoenix,2024-08-05,113.5,90.6,3,101.2,2024-08-05T12:44,2024-08-06T02:23,0.0,0.0,11.8,43151.38,,972.6,25,77,
Phoenix,2024-08-06,108.4,90.1,3,100.6,2024-08-06T12:44,2024-08-07T02:22,0.0,0.0,17.7,46099.49,,973.4,27,54,
Phoenix,2024-08-07,107.0,81.9,3,94.3,2024-08-07T12:45,2024-08-08T02:21,0.0,0.0,17.8,46005.77,,976.3,40,19,
Phoenix,2024-08-08,102.1,86.2,3,94.7,2024-08-08T12:46,2024-08-09T02:20,0.0,0.0,11.2,45545.6,,973.2,37,57,
Phoenix,2024-08-09,105.5,81.4,51,91.8,2024-08-09T12:46,2024-08-10T02:19,0.004,0.0,8.6,40348.06,,972.3,47,56,
Phoenix,2024-08-10,108.9,88.0,3,98.4,2024-08-10T12:47,2024-08-11T02:18,0.0,0.0,15.1,44798.75,,972.1,30,26,
Phoenix,2024-08-11,103.6,79.3,53,91.6,2024-08-11T12:48,2024-08-12T02:17,0.035,0.0,19.3,43977.86,,975.6,42,34,
Phoenix,2024-08-12,106.0,85.6,2,94.9,2024-08-12T12:49,2024-08-13T02:16,0.0,0.0,11.7,45518.68,,974.2,32,10,
Phoenix,2024-08-13,105.1,78.1,3,94.6,2024-08-13T12:49,2024-08-14T02:15,0.0,0.0,18.8,43265.47,,973.0,32,28,
Phoenix,2024-08-14,107.9,88.4,2,98.1,2024-08-14T12:50,2024-08-15T02:14,0.0,0.0,10.3,44501.94,,973.6,26,23,
Phoenix,2024-08-15,110.3,86.2,0,98.4,2024-08-15T12:51,2024-08-16T02:13,0.0,0.0,12.3,45214.73,,972.7,23,0,
Phoenix,2024-08-16,110.1,89.6,3,99.8,2024-08-16T12:51,2024-08-17T02:12,0.0,0.0,14.4,45111.96,,972.4,22,14,
Phoenix,2024-08-17,110.0,89.7,3,100.1,2024-08-17T12:52,2024-08-18T02:11,0.0,0.0,15.5,44761.21,,972.3,25,23,
Phoenix,2024-08-18,105.4,77.3,61,91.9,2024-08-18T12:53,2024-08-19T02:10,0.126,0.0,15.2,19094.22,,973.7,41,59,
Phoenix,2024-08-19,109.3,83.5,3,96.2,2024-08-19T12:53,2024-08-20T02:09,0.0,0.0,11.6,42567.19,,974.1,31,23,
Phoenix,2024-08-20,110.3,87.6,1,100.3,2024-08-20T12:54,2024-08-21T02:07,0.0,0.0,9.7,44675.21,,973.5,23,6,
Phoenix,2024-08-21,109.6,87.3,3,96.7,2024-08-21T12:55,2024-08-22T02:06,0.0,0.0,16.3,43621.11,,974.9,31,35,
Phoenix,2024-08-22,104.3,85.0,51,93.6,2024-08-22T12:56,2024-08-23T02:05,0.012,0.0,14.7,40995.26,,974.2,37,44,
Phoenix,2024-08-23,103.1,82.7,63,91.7,2024-08-23T12:56,2024-08-24T02:04,0.213,0.0,14.2,33807.48,,972.9,43,35,
Phoenix,2024-08-24,104.2,79.9,2,91.0,2024-08-24T12:57,2024-08-25T02:03,0.0,0.0,16.2,44265.28,,974.6,32,9,
Phoenix,2024-08-25,105.7,81.7,2,93.9,2024-08-25T12:58,2024-08-26T02:01,0.0,0.0,17.3,44099.47,,975.0,21,10,
Phoenix,2024-08-26,106.5,79.3,0,94.2,2024-08-26T12:58,2024-08-27T02:00,0.0,0.0,10.7,44043.24,,975.7,15,0,
Phoenix,2024-08-27,106.6,80.8,1,95.7,2024-08-27T12:59,2024-08-28T01:59,0.0,0.0,10.2,43298.75,,974.5,17,5,
Phoenix,2024-08-28,106.6,86.9,3,96.8,2024-08-28T13:00,2024-08-29T01:58,0.0,0.0,12.9,41644.41,,973.8,21,66,
Phoenix,2024-08-29,105.1,80.1,2,92.8,2024-08-29T13:00,2024-08-30T01:56,0.0,0.0,11.8,42142.26,,974.2,28,16,
Phoenix,2024-08-30,107.4,82.1,1,95.1,2024-08-30T13:01,2024-08-31T01:55,0.0,0.0,9.6,42753.04,,974.8,20,13,
Phoenix,2024-08-31,106.6,83.4,3,95.9,2024-08-31T13:02,2024-09-01T01:54,0.0,0.0,24.1,41877.46,,974.8,21,20,
Phoenix,2024-09-01,107.3,81.1,1,94.1,2024-09-01T13:02,2024-09-02T01:52,0.0,0.0,18.2,42234.34,,973.5,26,13,
Phoenix,2024-09-02,105.6,84.2,1,95.9,2024-09-02T13:03,2024-09-03T01:51,0.0,0.0,14.8,42558.68,,973.9,21,1,
Phoenix,2024-09-03,105.3,85.0,0,95.2,2024-09-03T13:04,2024-09-04T01:50,0.0,0.0,13.6,42406.19,,973.9,24,0,
Phoenix,2024-09-04,108.5,83.5,0,96.5,2024-09-04T13:04,2024-09-05T01:48,0.0,0.0,10.2,42280.23,,973.5,21,1,
Phoenix,2024-09-05,112.4,84.1,0,98.8,2024-09-05T13:05,2024-09-06T01:47,0.0,0.0,10.1,42027.76,,973.4,16,1,
Phoenix,2024-09-06,111.7,89.5,1,99.9,2024-09-06T13:06,2024-09-07T01:46,0.0,0.0,16.5,41546.79,,973.8,16,3,
Phoenix,2024-09-07,108.2,87.8,2,98.4,2024-09-07T13:06,2024-09-08T01:44,0.0,0.0,15.6,41099.16,,974.0,20,15,
Phoenix,2024-09-08,106.5,84.9,3,95.5,2024-09-08T13:07,2024-09-09T01:43,0.0,0.0,21.2,40926.44,,972.3,24,17,
Phoenix,2024-09-09,106.8,81.3,0,95.4,2024-09-09T13:08,2024-09-10T01:42,0.0,0.0,12.4,41322.81,,972.5,14,0,
Phoenix,2024-09-10,108.6,77.5,0,94.0,2024-09-10T13:08,2024-09-11T01:40,0.0,0.0,7.8,41108.21,,970.9,12,0,
Phoenix,2024-09-11,108.3,75.3,0,94.1,2024-09-11T13:09,2024-09-12T01:39,0.0,0.0,16.6,41013.26,,967.3,13,0,
Phoenix,2024-09-12,106.5,78.6,0,93.8,2024-09-12T13:10,2024-09-13T01:38,0.0,0.0,16.1,40925.11,,964.9,17,0,
Phoenix,2024-09-13,104.2,74.1,0,89.8,2024-09-13T13:10,2024-09-14T01:36,0.0,0.0,14.2,40914.74,,967.6,16,0,
Phoenix,2024-09-14,103.1,82.2,1,91.2,2024-09-14T13:11,2024-09-15T01:35,0.0,0.0,13.2,40140.77,,971.5,28,10,
Phoenix,2024-09-15,101.9,80.8,1,91.4,2024-09-15T13:12,2024-09-16T01:33,0.0,0.0,14.4,40327.03,,970.3,35,9,
Phoenix,2024-09-16,102.9,75.9,3,89.6,2024-09-16T13:12,2024-09-17T01:32,0.0,0.0,17.9,40220.11,,969.1,37,12,
Phoenix,2024-09-17,97.4,73.5,1,84.0,2024-09-17T13:13,2024-09-18T01:31,0.0,0.0,18.0,40315.93,,970.5,26,2,
Phoenix,2024-09-18,93.6,67.3,0,80.8,2024-09-18T13:14,2024-09-19T01:29,0.0,0.0,9.3,40309.57,,970.9,22,0,
Phoenix,2024-09-19,94.8,71.4,2,82.9,2024-09-19T13:14,2024-09-20T01:28,0.0,0.0,10.7,40014.6,,970.8,27,10,
Phoenix,2024-09-20,94.9,74.1,1,84.4,2024-09-20T13:15,2024-09-21T01:26,0.0,0.0,12.9,40012.96,,969.6,36,7,
Phoenix,2024-09-21,93.6,67.6,3,79.4,2024-09-21T13:16,2024-09-22T01:25,0.0,0.0,15.4,39918.84,,970.4,37,15,
Phoenix,2024-09-22,96.1,67.8,0,81.5,2024-09-22T13:16,2024-09-23T01:24,0.0,0.0,7.0,40008.23,,972.4,31,0,
Phoenix,2024-09-23,101.2,72.9,1,87.4,2024-09-23T13:17,2024-09-24T01:22,0.0,0.0,8.5,39997.09,,970.5,23,4,
Phoenix,2024-09-24,104.2,74.7,0,89.8,2024-09-24T13:18,2024-09-25T01:21,0.0,0.0,8.5,39824.38,,969.2,16,0,
Phoenix,2024-09-25,108.8,77.2,3,93.1,2024-09-25T13:18,2024-09-26T01:20,0.0,0.0,10.8,39739.29,,968.6,14,9,
Phoenix,2024-09-26,107.1,78.5,0,93.7,2024-09-26T13:19,2024-09-27T01:18,0.0,0.0,10.3,39573.18,,968.2,16,2,
Phoenix,2024-09-27,110.0,77.7,0,94.4,2024-09-27T13:20,2024-09-28T01:17,0.0,0.0,8.8,39411.93,,968.4,15,0,
Phoenix,2024-09-28,114.0,83.2,0,98.4,2024-09-28T13:20,2024-09-29T01:15,0.0,0.0,14.0,39331.83,,968.4,15,1,
Phoenix,2024-09-29,112.6,84.3,2,98.1,2024-09-29T13:21,2024-09-30T01:14,0.0,0.0,16.4,39252.0,,970.3,12,7,
Phoenix,2024-09-30,109.1,78.4,2,93.6,2024-09-30T13:22,2024-10-01T01:13,0.0,0.0,11.3,39019.53,,971.3,14,15,
Phoenix,2024-10-01,110.3,78.6,1,94.5,2024-10-01T13:23,2024-10-02T01:12,0.0,0.0,12.3,38954.7,,972.6,20,8,
Phoenix,2024-10-02,108.9,83.2,2,96.1,2024-10-02T13:23,2024-10-03T01:10,0.0,0.0,17.8,38857.98,,972.9,12,9,
Phoenix,2024-10-03,106.8,74.5,0,91.3,2024-10-03T13:24,2024-10-04T01:09,0.0,0.0,7.2,38801.21,,969.5,15,0,
Phoenix,2024-10-04,107.3,75.4,0,92.8,2024-10-04T13:25,2024-10-05T01:08,0.0,0.0,10.1,38695.6,,971.6,14,0,
Phoenix,2024-10-05,106.8,76.4,0,92.3,2024-10-05T13:25,2024-10-06T01:06,0.0,0.0,9.6,38614.34,,973.9,14,0,
Phoenix,2024-10-06,107.0,76.3,0,92.5,2024-10-06T13:26,2024-10-07T01:05,0.0,0.0,8.4,38533.17,,973.6,13,0,
Phoenix,2024-10-07,107.0,76.9,0,92.1,2024-10-07T13:27,2024-10-08T01:04,0.0,0.0,13.1,38452.18,,972.4,12,0,
Phoenix,2024-10-08,106.1,74.0,3,90.8,2024-10-08T13:28,2024-10-09T01:02,0.0,0.0,10.2,38371.48,,970.6,12,23,
Phoenix,2024-10-09,104.1,73.8,3,89.0,2024-10-09T13:28,2024-10-10T01:01,0.0,0.0,10.8,33541.56,,972.4,16,48,
Phoenix,2024-10-10,103.3,74.2,1,90.1,2024-10-10T13:29,2024-10-11T01:00,0.0,0.0,6.6,38211.32,,974.4,14,5,
Phoenix,2024-10-11,102.0,71.6,0,88.1,2024-10-11T13:30,2024-10-12T00:58,0.0,0.0,7.5,38132.07,,975.5,17,0,
Phoenix,2024-10-12,102.2,70.0,2,87.5,2024-10-12T13:31,2024-10-13T00:57,0.0,0.0,10.0,38053.49,,975.9,16,10,
Phoenix,2024-10-13,101.2,70.3,2,87.5,2024-10-13T13:31,2024-10-14T00:56,0.0,0.0,10.4,37975.7,,974.4,16,13,
Phoenix,2024-10-14,99.5,69.9,0,86.0,2024-10-14T13:32,2024-10-15T00:55,0.0,0.0,9.3,37898.8,,974.9,16,0,
Phoenix,2024-10-15,99.0,68.9,0,83.3,2024-10-15T13:33,2024-10-16T00:53,0.0,0.0,14.6,37822.91,,974.8,19,0,
Phoenix,2024-10-16,95.5,65.8,3,80.7,2024-10-16T13:34,2024-10-17T00:52,0.0,0.0,13.7,37748.09,,973.8,19,6,
Phoenix,2024-10-17,93.3,68.0,3,79.4,2024-10-17T13:34,2024-10-18T00:51,0.0,0.0,13.6,37347.62,,969.9,32,23,
Phoenix,2024-10-18,87.9,63.7,53,74.1,2024-10-18T13:35,2024-10-19T00:50,0.035,0.0,23.5,28808.87,,967.8,37,33,
Phoenix,2024-10-19,70.7,54.7,51,62.6,2024-10-19T13:36,2024-10-20T00:49,0.024,0.0,18.1,33487.97,,975.9,39,26,
Phoenix,2024-10-20,79.2,52.8,0,64.1,2024-10-20T13:37,2024-10-21T00:48,0.0,0.0,6.3,36637.24,,980.1,51,2,
Phoenix,2024-10-21,86.2,55.3,0,70.6,2024-10-21T13:38,2024-10-22T00:47,0.0,0.0,6.7,36678.49,,979.6,35,1,
Phoenix,2024-10-22,92.4,56.7,3,74.0,2024-10-22T13:39,2024-10-23T00:45,0.0,0.0,5.6,36512.0,,977.3,30,41,
Phoenix,2024-10-23,95.2,60.1,0,77.7,2024-10-23T13:39,2024-10-24T00:44,0.0,0.0,7.3,36349.89,,976.7,24,0,
Phoenix,2024-10-24,93.7,59.8,2,78.7,2024-10-24T13:40,2024-10-25T00:43,0.0,0.0,8.6,36192.55,,974.5,20,5,
Phoenix,2024-10-25,94.9,58.2,3,78.1,2024-10-25T13:41,2024-10-26T00:42,0.0,0.0,6.5,35951.27,,974.7,19,18,
Phoenix,2024-10-26,97.4,59.9,1,78.5,2024-10-26T13:42,2024-10-27T00:41,0.0,0.0,5.7,35978.5,,977.3,19,6,
Phoenix,2024-10-27,96.1,63.0,3,79.3,2024-10-27T13:43,2024-10-28T00:40,0.0,0.0,6.6,35833.4,,976.6,17,55,
Phoenix,2024-10-28,91.6,57.6,3,75.7,2024-10-28T13:44,2024-10-29T00:39,0.0,0.0,18.7,35461.65,,972.3,22,35,
Phoenix,2024-10-29,87.4,59.2,61,69.8,2024-10-29T13:44,2024-10-30T00:38,0.228,0.0,14.7,35400.73,,969.4,42,27,
Phoenix,2024-10-30,73.1,51.2,3,62.7,2024-10-30T13:45,2024-10-31T00:37,0.0,0.0,12.2,35504.02,,975.9,32,13,
Phoenix,2024-10-31,77.7,48.3,3,63.4,2024-10-31T13:46,2024-11-01T00:36,0.0,0.0,7.4,34289.07,,977.7,25,12,
Phoenix,2024-11-01,80.2,48.5,3,65.4,2024-11-01T13:47,2024-11-02T00:35,0.0,0.0,6.8,32638.07,,974.1,20,46,
Phoenix,2024-11-02,78.1,48.7,3,64.7,2024-11-02T13:48,2024-11-03T00:34,0.0,0.0,12.2,35175.75,,971.8,21,41,
Phoenix,2024-11-03,74.5,53.8,61,62.5,2024-11-03T13:49,2024-11-04T00:33,0.083,0.0,13.4,31518.93,,968.7,60,37,
Phoenix,2024-11-04,69.8,48.7,3,58.0,2024-11-04T13:50,2024-11-05T00:33,0.0,0.0,11.6,35061.96,,971.8,50,6,
Phoenix,2024-11-05,71.3,45.6,0,58.6,2024-11-05T13:51,2024-11-06T00:32,0.0,0.0,6.6,35004.88,,976.2,36,1,
Phoenix,2024-11-06,70.5,47.7,3,59.4,2024-11-06T13:52,2024-11-07T00:31,0.0,0.0,16.3,31331.46,,971.3,32,39,
Phoenix,2024-11-07,68.2,45.8,3,55.7,2024-11-07T13:52,2024-11-08T00:30,0.0,0.0,18.2,34890.55,,977.9,24,8,
Phoenix,2024-11-08,67.3,41.9,1,54.4,2024-11-08T13:53,2024-11-09T00:29,0.0,0.0,7.8,34833.25,,981.0,34,2,
Phoenix,2024-11-09,73.0,43.0,0,57.8,2024-11-09T13:54,2024-11-10T00:29,0.0,0.0,4.6,34775.36,,977.3,30,0,
Phoenix,2024-11-10,80.7,46.1,3,62.5,2024-11-10T13:55,2024-11-11T00:28,0.0,0.0,6.1,34716.9,,976.1,27,7,
Phoenix,2024-11-11,80.4,48.5,0,64.8,2024-11-11T13:56,2024-11-12T00:27,0.0,0.0,6.3,34657.95,,976.3,25,0,
Phoenix,2024-11-12,78.1,49.0,0,63.0,2024-11-12T13:57,2024-11-13T00:27,0.0,0.0,6.0,34598.59,,974.2,26,0,
Phoenix,2024-11-13,75.9,47.0,0,61.0,2024-11-13T13:58,2024-11-14T00:26,0.0,0.0,5.0,34538.93,,978.5,26,1,
Phoenix,2024-11-14,79.4,47.0,0,62.3,2024-11-14T13:59,2024-11-15T00:26,0.0,0.0,3.9,34479.02,,975.9,27,0,
Phoenix,2024-11-15,73.6,47.2,3,61.2,2024-11-15T14:00,2024-11-16T00:25,0.0,0.0,6.4,34402.84,,969.8,24,10,
Phoenix,2024-11-16,66.6,48.1,3,57.0,2024-11-16T14:01,2024-11-17T00:24,0.0,0.0,7.2,30247.37,,970.9,39,24,
Phoenix,2024-11-17,68.3,45.2,3,55.8,2024-11-17T14:02,2024-11-18T00:24,0.0,0.0,7.0,29775.68,,970.8,35,23,
Phoenix,2024-11-18,66.6,45.0,0,56.7,2024-11-18T14:03,2024-11-19T00:23,0.0,0.0,9.4,34113.18,,973.3,29,0,
Phoenix,2024-11-19,68.4,45.2,3,56.5,2024-11-19T14:04,2024-11-20T00:23,0.0,0.0,4.0,34020.12,,975.7,29,19,
Phoenix,2024-11-20,74.7,45.1,3,58.5,2024-11-20T14:05,2024-11-21T00:22,0.0,0.0,3.6,33929.05,,981.4,26,10,
Phoenix,2024-11-21,75.6,44.8,3,60.1,2024-11-21T14:05,2024-11-22T00:22,0.0,0.0,5.0,32892.59,,981.4,20,27,
Phoenix,2024-11-22,78.7,46.1,0,61.1,2024-11-22T14:06,2024-11-23T00:22,0.0,0.0,4.4,33753.45,,978.2,18,0,
Phoenix,2024-11-23,76.7,46.2,1,62.1,2024-11-23T14:07,2024-11-24T00:21,0.0,0.0,3.9,33624.05,,974.7,26,2,
Phoenix,2024-11-24,73.4,47.1,3,60.5,2024-11-24T14:08,2024-11-25T00:21,0.0,0.0,3.4,33242.4,,974.2,23,52,
Phoenix,2024-11-25,74.6,52.1,3,63.3,2024-11-25T14:09,2024-11-26T00:21,0.0,0.0,3.0,32228.58,,979.2,37,96,
Phoenix,2024-11-26,77.2,52.2,3,64.3,2024-11-26T14:10,2024-11-27T00:20,0.0,0.0,3.7,31728.55,,979.7,31,40,
Phoenix,2024-11-27,73.9,58.6,3,66.0,2024-11-27T14:11,2024-11-28T00:20,0.0,0.0,3.4,18983.09,,975.7,38,98,
Phoenix,2024-11-28,72.2,53.2,3,63.4,2024-11-28T14:12,2024-11-29T00:20,0.0,0.0,4.1,30871.11,,976.2,46,9,
Phoenix,2024-11-29,73.5,49.1,3,60.6,2024-11-29T14:12,2024-11-30T00:20,0.0,0.0,3.5,29022.01,,978.2,43,75,
Phoenix,2024-11-30,76.1,51.6,3,63.5,2024-11-30T14:13,2024-12-01T00:20,0.0,0.0,3.8,29347.66,,978.6,34,42,
Phoenix,2024-12-01,75.2,48.4,3,61.5,2024-12-01T14:14,2024-12-02T00:20,0.0,0.0,3.7,32252.28,,979.0,33,46,
Phoenix,2024-12-02,78.0,48.4,3,62.3,2024-12-02T14:15,2024-12-03T00:20,0.0,0.0,3.7,32418.2,,979.1,27,12,
Phoenix,2024-12-03,78.6,53.2,2,65.3,2024-12-03T14:16,2024-12-04T00:20,0.0,0.0,5.3,32319.11,,978.2,27,8,
Phoenix,2024-12-04,73.6,49.2,3,61.7,2024-12-04T14:17,2024-12-05T00:20,0.0,0.0,4.1,32227.67,,979.1,37,5,
Phoenix,2024-12-05,74.9,48.9,1,61.8,2024-12-05T14:17,2024-12-06T00:20,0.0,0.0,3.4,32221.84,,978.8,40,2,
Phoenix,2024-12-06,76.9,53.7,1,64.3,2024-12-06T14:18,2024-12-07T00:20,0.0,0.0,6.9,32068.34,,978.0,33,6,
Phoenix,2024-12-07,73.6,53.8,0,64.0,2024-12-07T14:19,2024-12-08T00:20,0.0,0.0,5.2,32142.62,,979.4,32,0,
Phoenix,2024-12-08,70.8,47.1,0,60.0,2024-12-08T14:20,2024-12-09T00:20,0.0,0.0,4.4,32076.18,,978.6,35,0,
Phoenix,2024-12-09,70.7,46.5,3,58.8,2024-12-09T14:21,2024-12-10T00:20,0.0,0.0,4.9,32081.86,,977.4,38,17,
Phoenix,2024-12-10,66.1,47.1,0,56.8,2024-12-10T14:21,2024-12-11T00:20,0.0,0.0,7.8,32088.72,,984.4,16,0,
Phoenix,2024-12-11,69.1,40.5,3,52.8,2024-12-11T14:22,2024-12-12T00:20,0.0,0.0,3.7,31999.23,,985.1,21,51,
Phoenix,2024-12-12,71.6,50.3,3,58.6,2024-12-12T14:23,2024-12-13T00:21,0.0,0.0,5.4,27381.11,,975.9,13,76,
Phoenix,2024-12-13,66.6,45.2,3,56.0,2024-12-13T14:23,2024-12-14T00:21,0.0,0.0,2.9,32023.83,,976.7,31,23,
Phoenix,2024-12-14,68.0,43.5,3,55.4,2024-12-14T14:24,2024-12-15T00:21,0.0,0.0,3.8,25256.64,,981.5,38,41,
Phoenix,2024-12-15,68.6,41.7,3,55.7,2024-12-15T14:25,2024-12-16T00:22,0.0,0.0,3.3,28800.0,,979.3,30,41,
Phoenix,2024-12-16,67.8,39.4,3,54.6,2024-12-16T14:25,2024-12-17T00:22,0.0,0.0,5.2,32073.23,,979.6,31,33,
Phoenix,2024-12-17,70.5,40.3,3,54.4,2024-12-17T14:26,2024-12-18T00:22,0.0,0.0,3.3,32092.88,,978.6,28,25,
Phoenix,2024-12-18,80.1,46.8,1,59.7,2024-12-18T14:26,2024-12-19T00:23,0.0,0.0,7.0,32114.06,,980.9,20,2,
Phoenix,2024-12-19,79.0,51.0,0,65.6,2024-12-19T14:27,2024-12-20T00:23,0.0,0.0,6.8,32137.21,,980.6,17,0,
Phoenix,2024-12-20,79.2,49.2,3,63.4,2024-12-20T14:27,2024-12-21T00:24,0.0,0.0,5.2,32162.75,,981.3,21,18,
Phoenix,2024-12-21,74.8,47.5,2,61.3,2024-12-21T14:28,2024-12-22T00:24,0.0,0.0,5.5,32190.57,,980.8,24,6,
Phoenix,2024-12-22,71.9,43.2,3,58.4,2024-12-22T14:28,2024-12-23T00:25,0.0,0.0,3.8,32220.57,,978.7,28,24,
Phoenix,2024-12-23,73.8,50.1,3,61.1,2024-12-23T14:29,2024-12-24T00:25,0.0,0.0,4.4,32252.64,,978.0,24,64,
Phoenix,2024-12-24,73.6,47.8,1,60.6,2024-12-24T14:29,2024-12-25T00:26,0.0,0.0,4.6,32286.68,,978.5,29,5,
Phoenix,2024-12-25,70.0,51.4,3,60.4,2024-12-25T14:30,2024-12-26T00:26,0.0,0.0,5.1,32322.58,,973.8,35,29,
Phoenix,2024-12-26,64.5,46.6,3,55.2,2024-12-26T14:30,2024-12-27T00:27,0.0,0.0,3.7,25208.29,,976.6,37,70,
Phoenix,2024-12-27,64.3,41.7,3,52.4,2024-12-27T14:30,2024-12-28T00:28,0.0,0.0,3.8,29345.14,,976.1,49,46,
Phoenix,2024-12-28,66.2,41.6,3,53.6,2024-12-28T14:31,2024-12-29T00:28,0.0,0.0,4.0,32400.0,,978.2,47,44,
Phoenix,2024-12-29,71.1,42.7,3,54.9,2024-12-29T14:31,2024-12-30T00:29,0.0,0.0,2.9,32400.0,,979.2,41,36,
Phoenix,2024-12-30,70.5,42.5,0,56.7,2024-12-30T14:31,2024-12-31T00:30,0.0,0.0,3.6,32400.0,,976.3,37,0,
Phoenix,2024-12-31,69.1,43.5,3,56.3,2024-12-31T14:32,2025-01-01T00:30,0.0,0.0,3.6,32400.0,,976.5,37,19,
